payment_id,voucher_number,payee,amount,payment_date,reference,status
PAY-2024-000020,PV-2024-1019,PFI Partner Escrow Account,2700000.0,2024-09-03 10:48:00,ZDF-DISB-2024-00020,Posted
PAY-2024-000021,PV-2024-1020,PFI Partner Escrow Account,5610000.0,2024-08-24 00:29:00,ZDF-DISB-2024-00021,Posted
PAY-2024-000022,PV-2024-1021,PFI Partner Escrow Account,1340000.0,2024-08-20 07:32:00,ZDF-DISB-2024-00022,Posted
PAY-2024-000023,PV-2024-1022,PFI Partner Escrow Account,980000.0,2024-08-07 09:20:00,ZDF-DISB-2024-00023,Posted
PAY-2024-000024,PV-2024-1023,PFI Partner Escrow Account,5660000.0,2024-09-05 12:15:00,ZDF-DISB-2024-00024,Posted
PAY-2024-000025,PV-2024-1024,PFI Partner Escrow Account,4000000.0,2024-08-16 21:31:00,ZDF-DISB-2024-00025,Posted
PAY-2024-000026,PV-2024-1025,PFI Partner Escrow Account,3620000.0,2024-09-03 23:35:00,ZDF-DISB-2024-00026,Posted
PAY-2024-000027,PV-2024-1026,PFI Partner Escrow Account,4730000.0,2024-09-04 09:44:00,ZDF-DISB-2024-00027,Posted
PAY-2024-000028,PV-2024-1027,PFI Partner Escrow Account,1070000.0,2024-08-22 21:28:00,ZDF-DISB-2024-00028,Posted
PAY-2024-000029,PV-2024-1028,PFI Partner Escrow Account,4590000.0,2024-08-19 07:37:00,ZDF-DISB-2024-00029,Posted
PAY-2024-000030,PV-2024-1029,PFI Partner Escrow Account,1380000.0,2024-08-06 01:45:00,ZDF-DISB-2024-00030,Posted
PAY-2024-000031,PV-2024-1030,PFI Partner Escrow Account,1160000.0,2024-09-05 00:55:00,ZDF-DISB-2024-00031,Posted
PAY-2024-000032,PV-2024-1031,PFI Partner Escrow Account,5110000.0,2024-08-26 17:31:00,ZDF-DISB-2024-00032,Posted
PAY-2024-000033,PV-2024-1032,PFI Partner Escrow Account,1540000.0,2024-08-28 19:15:00,ZDF-DISB-2024-00033,Posted
PAY-2024-000034,PV-2024-1033,PFI Partner Escrow Account,2430000.0,2024-08-23 00:29:00,ZDF-DISB-2024-00034,Posted
PAY-2024-000035,PV-2024-1034,PFI Partner Escrow Account,2510000.0,2024-09-01 03:51:00,ZDF-DISB-2024-00035,Posted
PAY-2024-000036,PV-2024-1035,PFI Partner Escrow Account,1880000.0,2024-08-27 08:08:00,ZDF-DISB-2024-00036,Posted
PAY-2024-000037,PV-2024-1036,PFI Partner Escrow Account,4340000.0,2024-08-17 08:28:00,ZDF-DISB-2024-00037,Posted
PAY-2024-000038,PV-2024-1037,PFI Partner Escrow Account,5170000.0,2024-09-05 08:05:00,ZDF-DISB-2024-00038,Posted
PAY-2024-000039,PV-2024-1038,PFI Partner Escrow Account,770000.0,2024-09-04 10:10:00,ZDF-DISB-2024-00039,Posted
PAY-2024-000040,PV-2024-1039,PFI Partner Escrow Account,790000.0,2024-09-08 09:18:00,ZDF-DISB-2024-00040,Posted
PAY-2024-000041,PV-2024-1040,PFI Partner Escrow Account,7020000.0,2024-08-20 13:13:00,ZDF-DISB-2024-00041,Posted
PAY-2024-000042,PV-2024-1041,PFI Partner Escrow Account,6960000.0,2024-08-14 14:37:00,ZDF-DISB-2024-00042,Posted
PAY-2024-000043,PV-2024-1042,PFI Partner Escrow Account,2550000.0,2024-09-09 01:25:00,ZDF-DISB-2024-00043,Posted
PAY-2024-000044,PV-2024-1043,PFI Partner Escrow Account,1600000.0,2024-08-16 03:05:00,ZDF-DISB-2024-00044,Posted
PAY-2024-000045,PV-2024-1044,PFI Partner Escrow Account,820000.0,2024-08-17 01:45:00,ZDF-DISB-2024-00045,Posted
PAY-2024-000046,PV-2024-1045,PFI Partner Escrow Account,3890000.0,2024-08-16 23:41:00,ZDF-DISB-2024-00046,Posted
PAY-2024-000047,PV-2024-1046,PFI Partner Escrow Account,1260000.0,2024-08-10 08:39:00,ZDF-DISB-2024-00047,Posted
PAY-2024-000048,PV-2024-1047,PFI Partner Escrow Account,2800000.0,2024-08-16 18:16:00,ZDF-DISB-2024-00048,Posted
PAY-2024-000049,PV-2024-1048,PFI Partner Escrow Account,4560000.0,2024-08-27 22:10:00,ZDF-DISB-2024-00049,Posted
PAY-2024-000050,PV-2024-1049,PFI Partner Escrow Account,3150000.0,2024-08-29 08:19:00,ZDF-DISB-2024-00050,Posted
PAY-2024-000051,PV-2024-1050,PFI Partner Escrow Account,7270000.0,2024-09-05 10:54:00,ZDF-DISB-2024-00051,Posted
PAY-2024-000052,PV-2024-1051,PFI Partner Escrow Account,4060000.0,2024-09-07 10:05:00,ZDF-DISB-2024-00052,Posted
PAY-2024-000053,PV-2024-1052,PFI Partner Escrow Account,7390000.0,2024-08-12 10:49:00,ZDF-DISB-2024-00053,Posted
PAY-2024-000054,PV-2024-1053,PFI Partner Escrow Account,5130000.0,2024-08-14 13:04:00,ZDF-DISB-2024-00054,Posted
PAY-2024-000055,PV-2024-1054,PFI Partner Escrow Account,5010000.0,2024-08-27 09:09:00,ZDF-DISB-2024-00055,Posted
PAY-2024-000056,PV-2024-1055,PFI Partner Escrow Account,1030000.0,2024-08-19 23:57:00,ZDF-DISB-2024-00056,Posted
PAY-2024-000057,PV-2024-1056,PFI Partner Escrow Account,5030000.0,2024-08-20 12:56:00,ZDF-DISB-2024-00057,Posted
PAY-2024-000058,PV-2024-1057,PFI Partner Escrow Account,4160000.0,2024-08-31 19:56:00,ZDF-DISB-2024-00058,Posted
PAY-2024-000059,PV-2024-1058,PFI Partner Escrow Account,2450000.0,2024-09-03 18:51:00,ZDF-DISB-2024-00059,Posted
PAY-2024-000060,PV-2024-1059,PFI Partner Escrow Account,3990000.0,2024-08-31 15:06:00,ZDF-DISB-2024-00060,Posted
PAY-2024-000061,PV-2024-1060,PFI Partner Escrow Account,5670000.0,2024-08-14 11:22:00,ZDF-DISB-2024-00061,Posted
PAY-2024-000062,PV-2024-1061,PFI Partner Escrow Account,7380000.0,2024-09-02 01:25:00,ZDF-DISB-2024-00062,Posted
PAY-2024-000063,PV-2024-1062,PFI Partner Escrow Account,5210000.0,2024-08-24 20:32:00,ZDF-DISB-2024-00063,Posted
PAY-2024-000064,PV-2024-1063,PFI Partner Escrow Account,6970000.0,2024-08-20 15:06:00,ZDF-DISB-2024-00064,Posted
PAY-2024-000065,PV-2024-1064,PFI Partner Escrow Account,3250000.0,2024-08-17 15:12:00,ZDF-DISB-2024-00065,Posted
PAY-2024-000066,PV-2024-1065,PFI Partner Escrow Account,7050000.0,2024-08-27 13:43:00,ZDF-DISB-2024-00066,Posted
PAY-2024-000067,PV-2024-1066,PFI Partner Escrow Account,5280000.0,2024-08-14 20:58:00,ZDF-DISB-2024-00067,Posted
PAY-2024-000068,PV-2024-1067,PFI Partner Escrow Account,6400000.0,2024-08-28 16:42:00,ZDF-DISB-2024-00068,Posted
PAY-2024-000069,PV-2024-1068,PFI Partner Escrow Account,3610000.0,2024-08-31 21:12:00,ZDF-DISB-2024-00069,Posted
PAY-2024-000070,PV-2024-1069,PFI Partner Escrow Account,830000.0,2024-08-25 09:25:00,ZDF-DISB-2024-00070,Posted
PAY-2024-000071,PV-2024-1070,PFI Partner Escrow Account,3540000.0,2024-08-18 18:50:00,ZDF-DISB-2024-00071,Posted
PAY-2024-000072,PV-2024-1071,PFI Partner Escrow Account,6030000.0,2024-08-27 14:13:00,ZDF-DISB-2024-00072,Posted
PAY-2024-000073,PV-2024-1072,PFI Partner Escrow Account,7390000.0,2024-08-20 06:42:00,ZDF-DISB-2024-00073,Posted
PAY-2024-000074,PV-2024-1073,PFI Partner Escrow Account,5380000.0,2024-08-28 11:14:00,ZDF-DISB-2024-00074,Posted
PAY-2024-000075,PV-2024-1074,PFI Partner Escrow Account,350000.0,2024-08-23 18:39:00,ZDF-DISB-2024-00075,Posted
PAY-2024-000076,PV-2024-1075,PFI Partner Escrow Account,950000.0,2024-08-20 09:44:00,ZDF-DISB-2024-00076,Posted
PAY-2024-000077,PV-2024-1076,PFI Partner Escrow Account,420000.0,2024-09-09 17:49:00,ZDF-DISB-2024-00077,Posted
PAY-2024-000078,PV-2024-1077,PFI Partner Escrow Account,2160000.0,2024-09-12 03:29:00,ZDF-DISB-2024-00078,Posted
PAY-2024-000079,PV-2024-1078,PFI Partner Escrow Account,1430000.0,2024-09-05 10:48:00,ZDF-DISB-2024-00079,Posted
PAY-2024-000080,PV-2024-1079,PFI Partner Escrow Account,1520000.0,2024-08-27 09:47:00,ZDF-DISB-2024-00080,Posted
PAY-2024-000081,PV-2024-1080,PFI Partner Escrow Account,3750000.0,2024-09-08 08:17:00,ZDF-DISB-2024-00081,Posted
PAY-2024-000082,PV-2024-1081,PFI Partner Escrow Account,7020000.0,2024-08-21 01:21:00,ZDF-DISB-2024-00082,Posted
PAY-2024-000083,PV-2024-1082,PFI Partner Escrow Account,2930000.0,2024-09-06 19:04:00,ZDF-DISB-2024-00083,Posted
PAY-2024-000084,PV-2024-1083,PFI Partner Escrow Account,6950000.0,2024-08-29 13:03:00,ZDF-DISB-2024-00084,Posted
PAY-2024-000085,PV-2024-1084,PFI Partner Escrow Account,6140000.0,2024-08-24 15:00:00,ZDF-DISB-2024-00085,Posted
PAY-2024-000086,PV-2024-1085,PFI Partner Escrow Account,5540000.0,2024-09-08 04:57:00,ZDF-DISB-2024-00086,Posted
PAY-2024-000087,PV-2024-1086,PFI Partner Escrow Account,6940000.0,2024-08-18 11:43:00,ZDF-DISB-2024-00087,Posted
PAY-2024-000088,PV-2024-1087,PFI Partner Escrow Account,6020000.0,2024-08-28 08:01:00,ZDF-DISB-2024-00088,Posted
PAY-2024-000089,PV-2024-1088,PFI Partner Escrow Account,7120000.0,2024-08-15 12:11:00,ZDF-DISB-2024-00089,Posted
PAY-2024-000090,PV-2024-1089,PFI Partner Escrow Account,7120000.0,2024-08-19 16:20:00,ZDF-DISB-2024-00090,Posted
PAY-2024-000091,PV-2024-1090,PFI Partner Escrow Account,6100000.0,2024-08-22 09:30:00,ZDF-DISB-2024-00091,Posted
PAY-2024-000092,PV-2024-1091,PFI Partner Escrow Account,3180000.0,2024-08-07 20:15:00,ZDF-DISB-2024-00092,Posted
PAY-2024-000093,PV-2024-1092,PFI Partner Escrow Account,4010000.0,2024-08-14 04:13:00,ZDF-DISB-2024-00093,Posted
PAY-2024-000094,PV-2024-1093,PFI Partner Escrow Account,5670000.0,2024-08-30 02:59:00,ZDF-DISB-2024-00094,Posted
PAY-2024-000095,PV-2024-1094,PFI Partner Escrow Account,3290000.0,2024-08-13 08:44:00,ZDF-DISB-2024-00095,Posted
PAY-2024-000096,PV-2024-1095,PFI Partner Escrow Account,2910000.0,2024-09-05 19:38:00,ZDF-DISB-2024-00096,Posted
PAY-2024-000097,PV-2024-1096,PFI Partner Escrow Account,4690000.0,2024-08-27 04:21:00,ZDF-DISB-2024-00097,Posted
PAY-2024-000098,PV-2024-1097,PFI Partner Escrow Account,6700000.0,2024-09-08 00:27:00,ZDF-DISB-2024-00098,Posted
PAY-2024-000099,PV-2024-1098,PFI Partner Escrow Account,3300000.0,2024-09-10 05:49:00,ZDF-DISB-2024-00099,Posted
PAY-2024-000100,PV-2024-1099,PFI Partner Escrow Account,2900000.0,2024-09-06 20:17:00,ZDF-DISB-2024-00100,Posted
PAY-2024-000101,PV-2024-1100,PFI Partner Escrow Account,5310000.0,2024-08-27 13:24:00,ZDF-DISB-2024-00101,Posted
PAY-2024-000102,PV-2024-1101,PFI Partner Escrow Account,3470000.0,2024-08-17 12:13:00,ZDF-DISB-2024-00102,Posted
PAY-2024-000103,PV-2024-1102,PFI Partner Escrow Account,5980000.0,2024-08-26 09:33:00,ZDF-DISB-2024-00103,Posted
PAY-2024-000104,PV-2024-1103,PFI Partner Escrow Account,1900000.0,2024-08-31 16:48:00,ZDF-DISB-2024-00104,Posted
PAY-2024-000105,PV-2024-1104,PFI Partner Escrow Account,780000.0,2024-08-18 09:44:00,ZDF-DISB-2024-00105,Posted
PAY-2024-000106,PV-2024-1105,PFI Partner Escrow Account,3850000.0,2024-08-29 12:33:00,ZDF-DISB-2024-00106,Posted
PAY-2024-000107,PV-2024-1106,PFI Partner Escrow Account,6000000.0,2024-08-22 17:29:00,ZDF-DISB-2024-00107,Posted
PAY-2024-000108,PV-2024-1107,PFI Partner Escrow Account,740000.0,2024-08-10 09:12:00,ZDF-DISB-2024-00108,Posted
PAY-2024-000109,PV-2024-1108,PFI Partner Escrow Account,2340000.0,2024-08-19 19:47:00,ZDF-DISB-2024-00109,Posted
PAY-2024-000110,PV-2024-1109,PFI Partner Escrow Account,1920000.0,2024-08-21 20:23:00,ZDF-DISB-2024-00110,Posted
PAY-2024-000111,PV-2024-1110,PFI Partner Escrow Account,5750000.0,2024-08-19 04:02:00,ZDF-DISB-2024-00111,Posted
PAY-2024-000112,PV-2024-1111,PFI Partner Escrow Account,4450000.0,2024-09-02 04:06:00,ZDF-DISB-2024-00112,Posted
PAY-2024-000113,PV-2024-1112,PFI Partner Escrow Account,3130000.0,2024-08-23 17:11:00,ZDF-DISB-2024-00113,Posted
PAY-2024-000114,PV-2024-1113,PFI Partner Escrow Account,2480000.0,2024-08-31 12:25:00,ZDF-DISB-2024-00114,Posted
PAY-2024-000115,PV-2024-1114,PFI Partner Escrow Account,3310000.0,2024-08-14 10:51:00,ZDF-DISB-2024-00115,Posted
PAY-2024-000116,PV-2024-1115,PFI Partner Escrow Account,5710000.0,2024-08-13 22:48:00,ZDF-DISB-2024-00116,Posted
PAY-2024-000117,PV-2024-1116,PFI Partner Escrow Account,1170000.0,2024-08-28 16:19:00,ZDF-DISB-2024-00117,Posted
PAY-2024-000118,PV-2024-1117,PFI Partner Escrow Account,6540000.0,2024-08-27 14:39:00,ZDF-DISB-2024-00118,Posted
PAY-2024-000119,PV-2024-1118,PFI Partner Escrow Account,4390000.0,2024-08-20 21:05:00,ZDF-DISB-2024-00119,Posted
PAY-2024-000120,PV-2024-1119,PFI Partner Escrow Account,3080000.0,2024-08-18 05:00:00,ZDF-DISB-2024-00120,Posted
PAY-2024-000121,PV-2024-1120,PFI Partner Escrow Account,7070000.0,2024-08-18 20:14:00,ZDF-DISB-2024-00121,Posted
PAY-2024-000122,PV-2024-1121,PFI Partner Escrow Account,4490000.0,2024-08-29 13:59:00,ZDF-DISB-2024-00122,Posted
PAY-2024-000123,PV-2024-1122,PFI Partner Escrow Account,1390000.0,2024-08-26 14:41:00,ZDF-DISB-2024-00123,Posted
PAY-2024-000124,PV-2024-1123,PFI Partner Escrow Account,7490000.0,2024-08-10 21:50:00,ZDF-DISB-2024-00124,Posted
PAY-2024-000125,PV-2024-1124,PFI Partner Escrow Account,2830000.0,2024-08-24 02:34:00,ZDF-DISB-2024-00125,Posted
PAY-2024-000126,PV-2024-1125,PFI Partner Escrow Account,6220000.0,2024-08-09 16:47:00,ZDF-DISB-2024-00126,Posted
PAY-2024-000127,PV-2024-1126,PFI Partner Escrow Account,1450000.0,2024-09-06 17:36:00,ZDF-DISB-2024-00127,Posted
PAY-2024-000128,PV-2024-1127,PFI Partner Escrow Account,6160000.0,2024-08-29 22:58:00,ZDF-DISB-2024-00128,Posted
PAY-2024-000129,PV-2024-1128,PFI Partner Escrow Account,6860000.0,2024-08-19 03:21:00,ZDF-DISB-2024-00129,Posted
PAY-2024-000130,PV-2024-1129,PFI Partner Escrow Account,3730000.0,2024-08-25 12:31:00,ZDF-DISB-2024-00130,Posted
PAY-2024-000131,PV-2024-1130,PFI Partner Escrow Account,1300000.0,2024-08-26 14:20:00,ZDF-DISB-2024-00131,Posted
PAY-2024-000132,PV-2024-1131,PFI Partner Escrow Account,4570000.0,2024-09-13 10:52:00,ZDF-DISB-2024-00132,Posted
PAY-2024-000133,PV-2024-1132,PFI Partner Escrow Account,5720000.0,2024-08-15 08:33:00,ZDF-DISB-2024-00133,Posted
PAY-2024-000134,PV-2024-1133,PFI Partner Escrow Account,720000.0,2024-09-07 06:13:00,ZDF-DISB-2024-00134,Posted
PAY-2024-000135,PV-2024-1134,PFI Partner Escrow Account,7190000.0,2024-08-12 15:38:00,ZDF-DISB-2024-00135,Posted
PAY-2024-000136,PV-2024-1135,PFI Partner Escrow Account,6100000.0,2024-08-11 00:26:00,ZDF-DISB-2024-00136,Posted
PAY-2024-000137,PV-2024-1136,PFI Partner Escrow Account,7040000.0,2024-08-20 05:53:00,ZDF-DISB-2024-00137,Posted
PAY-2024-000138,PV-2024-1137,PFI Partner Escrow Account,6540000.0,2024-09-06 10:26:00,ZDF-DISB-2024-00138,Posted
PAY-2024-000139,PV-2024-1138,PFI Partner Escrow Account,2870000.0,2024-08-29 06:24:00,ZDF-DISB-2024-00139,Posted
PAY-2024-000140,PV-2024-1139,PFI Partner Escrow Account,3820000.0,2024-08-23 01:18:00,ZDF-DISB-2024-00140,Posted
PAY-2024-000141,PV-2024-1140,PFI Partner Escrow Account,1050000.0,2024-08-23 20:44:00,ZDF-DISB-2024-00141,Posted
PAY-2024-000142,PV-2024-1141,PFI Partner Escrow Account,3120000.0,2024-08-13 21:47:00,ZDF-DISB-2024-00142,Posted
PAY-2024-000143,PV-2024-1142,PFI Partner Escrow Account,5460000.0,2024-08-28 22:08:00,ZDF-DISB-2024-00143,Posted
PAY-2024-000144,PV-2024-1143,PFI Partner Escrow Account,3810000.0,2024-08-12 13:58:00,ZDF-DISB-2024-00144,Posted
PAY-2024-000145,PV-2024-1144,PFI Partner Escrow Account,4340000.0,2024-09-10 03:09:00,ZDF-DISB-2024-00145,Posted
PAY-2024-000146,PV-2024-1145,PFI Partner Escrow Account,1650000.0,2024-08-29 13:25:00,ZDF-DISB-2024-00146,Posted
PAY-2024-000147,PV-2024-1146,PFI Partner Escrow Account,1910000.0,2024-08-29 14:40:00,ZDF-DISB-2024-00147,Posted
PAY-2024-000148,PV-2024-1147,PFI Partner Escrow Account,5870000.0,2024-08-11 14:40:00,ZDF-DISB-2024-00148,Posted
PAY-2024-000149,PV-2024-1148,PFI Partner Escrow Account,4350000.0,2024-08-19 07:48:00,ZDF-DISB-2024-00149,Posted
PAY-2024-000150,PV-2024-1149,PFI Partner Escrow Account,2880000.0,2024-08-27 21:57:00,ZDF-DISB-2024-00150,Posted
PAY-2024-000151,PV-2024-1150,PFI Partner Escrow Account,4710000.0,2024-08-20 05:23:00,ZDF-DISB-2024-00151,Posted
PAY-2024-000152,PV-2024-1151,PFI Partner Escrow Account,5030000.0,2024-08-17 10:05:00,ZDF-DISB-2024-00152,Posted
PAY-2024-000153,PV-2024-1152,PFI Partner Escrow Account,1990000.0,2024-08-27 05:16:00,ZDF-DISB-2024-00153,Posted
PAY-2024-000154,PV-2024-1153,PFI Partner Escrow Account,1440000.0,2024-09-07 02:43:00,ZDF-DISB-2024-00154,Posted
PAY-2024-000155,PV-2024-1154,PFI Partner Escrow Account,4530000.0,2024-08-26 13:19:00,ZDF-DISB-2024-00155,Posted
PAY-2024-000156,PV-2024-1155,PFI Partner Escrow Account,5820000.0,2024-09-09 01:12:00,ZDF-DISB-2024-00156,Posted
PAY-2024-000157,PV-2024-1156,PFI Partner Escrow Account,3570000.0,2024-08-22 14:22:00,ZDF-DISB-2024-00157,Posted
PAY-2024-000158,PV-2024-1157,PFI Partner Escrow Account,870000.0,2024-09-01 05:25:00,ZDF-DISB-2024-00158,Posted
PAY-2024-000159,PV-2024-1158,PFI Partner Escrow Account,3750000.0,2024-08-30 15:31:00,ZDF-DISB-2024-00159,Posted
PAY-2024-000160,PV-2024-1159,PFI Partner Escrow Account,4790000.0,2024-08-15 10:48:00,ZDF-DISB-2024-00160,Posted
PAY-2024-000161,PV-2024-1160,PFI Partner Escrow Account,5460000.0,2024-09-06 02:41:00,ZDF-DISB-2024-00161,Posted
PAY-2024-000162,PV-2024-1161,PFI Partner Escrow Account,7280000.0,2024-08-26 03:46:00,ZDF-DISB-2024-00162,Posted
PAY-2024-000163,PV-2024-1162,PFI Partner Escrow Account,4280000.0,2024-08-26 23:58:00,ZDF-DISB-2024-00163,Posted
PAY-2024-000164,PV-2024-1163,PFI Partner Escrow Account,3030000.0,2024-09-04 11:29:00,ZDF-DISB-2024-00164,Posted
PAY-2024-000165,PV-2024-1164,PFI Partner Escrow Account,2490000.0,2024-09-10 10:23:00,ZDF-DISB-2024-00165,Posted
PAY-2024-000166,PV-2024-1165,PFI Partner Escrow Account,1020000.0,2024-08-29 04:52:00,ZDF-DISB-2024-00166,Posted
PAY-2024-000167,PV-2024-1166,PFI Partner Escrow Account,5260000.0,2024-08-25 07:39:00,ZDF-DISB-2024-00167,Posted
PAY-2024-000168,PV-2024-1167,PFI Partner Escrow Account,990000.0,2024-08-28 22:41:00,ZDF-DISB-2024-00168,Posted
PAY-2024-000169,PV-2024-1168,PFI Partner Escrow Account,6280000.0,2024-08-11 00:31:00,ZDF-DISB-2024-00169,Posted
PAY-2024-000170,PV-2024-1169,PFI Partner Escrow Account,1320000.0,2024-08-20 15:29:00,ZDF-DISB-2024-00170,Posted
PAY-2024-000171,PV-2024-1170,PFI Partner Escrow Account,1610000.0,2024-09-02 03:09:00,ZDF-DISB-2024-00171,Posted
PAY-2024-000172,PV-2024-1171,PFI Partner Escrow Account,3510000.0,2024-08-24 12:02:00,ZDF-DISB-2024-00172,Posted
PAY-2024-000173,PV-2024-1172,PFI Partner Escrow Account,4880000.0,2024-08-21 06:25:00,ZDF-DISB-2024-00173,Posted
PAY-2024-000174,PV-2024-1173,PFI Partner Escrow Account,930000.0,2024-08-10 16:13:00,ZDF-DISB-2024-00174,Posted
PAY-2024-000175,PV-2024-1174,PFI Partner Escrow Account,7300000.0,2024-08-20 16:13:00,ZDF-DISB-2024-00175,Posted
PAY-2024-000176,PV-2024-1175,PFI Partner Escrow Account,510000.0,2024-08-09 18:54:00,ZDF-DISB-2024-00176,Posted
PAY-2024-000177,PV-2024-1176,PFI Partner Escrow Account,1000000.0,2024-08-30 23:07:00,ZDF-DISB-2024-00177,Posted
PAY-2024-000178,PV-2024-1177,PFI Partner Escrow Account,1580000.0,2024-08-19 05:37:00,ZDF-DISB-2024-00178,Posted
PAY-2024-000179,PV-2024-1178,PFI Partner Escrow Account,7190000.0,2024-08-14 20:47:00,ZDF-DISB-2024-00179,Posted
PAY-2024-000180,PV-2024-1179,PFI Partner Escrow Account,7190000.0,2024-09-03 04:06:00,ZDF-DISB-2024-00180,Posted
PAY-2024-000181,PV-2024-1180,PFI Partner Escrow Account,5600000.0,2024-08-18 18:50:00,ZDF-DISB-2024-00181,Posted
PAY-2024-000182,PV-2024-1181,PFI Partner Escrow Account,3150000.0,2024-08-31 02:03:00,ZDF-DISB-2024-00182,Posted
PAY-2024-000183,PV-2024-1182,PFI Partner Escrow Account,390000.0,2024-08-24 01:58:00,ZDF-DISB-2024-00183,Posted
PAY-2024-000184,PV-2024-1183,PFI Partner Escrow Account,840000.0,2024-08-25 09:40:00,ZDF-DISB-2024-00184,Posted
PAY-2024-000185,PV-2024-1184,PFI Partner Escrow Account,4990000.0,2024-09-05 01:18:00,ZDF-DISB-2024-00185,Posted
PAY-2024-000186,PV-2024-1185,PFI Partner Escrow Account,980000.0,2024-09-01 18:46:00,ZDF-DISB-2024-00186,Posted
PAY-2024-000187,PV-2024-1186,PFI Partner Escrow Account,7080000.0,2024-08-24 07:52:00,ZDF-DISB-2024-00187,Posted
PAY-2024-000188,PV-2024-1187,PFI Partner Escrow Account,6060000.0,2024-08-20 00:20:00,ZDF-DISB-2024-00188,Posted
PAY-2024-000189,PV-2024-1188,PFI Partner Escrow Account,1310000.0,2024-08-30 08:04:00,ZDF-DISB-2024-00189,Posted
PAY-2024-000190,PV-2024-1189,PFI Partner Escrow Account,2280000.0,2024-08-10 13:47:00,ZDF-DISB-2024-00190,Posted
PAY-2024-000191,PV-2024-1190,PFI Partner Escrow Account,3100000.0,2024-08-26 01:35:00,ZDF-DISB-2024-00191,Posted
PAY-2024-000192,PV-2024-1191,PFI Partner Escrow Account,2500000.0,2024-09-06 13:48:00,ZDF-DISB-2024-00192,Posted
PAY-2024-000193,PV-2024-1192,PFI Partner Escrow Account,6300000.0,2024-08-27 20:54:00,ZDF-DISB-2024-00193,Posted
PAY-2024-000194,PV-2024-1193,PFI Partner Escrow Account,6040000.0,2024-08-18 20:36:00,ZDF-DISB-2024-00194,Posted
PAY-2024-000195,PV-2024-1194,PFI Partner Escrow Account,5440000.0,2024-08-27 10:41:00,ZDF-DISB-2024-00195,Posted
PAY-2024-000196,PV-2024-1195,PFI Partner Escrow Account,5520000.0,2024-08-10 11:17:00,ZDF-DISB-2024-00196,Posted
PAY-2024-000197,PV-2024-1196,PFI Partner Escrow Account,510000.0,2024-08-21 11:09:00,ZDF-DISB-2024-00197,Posted
PAY-2024-000198,PV-2024-1197,PFI Partner Escrow Account,6060000.0,2024-08-18 14:26:00,ZDF-DISB-2024-00198,Posted
PAY-2024-000199,PV-2024-1198,PFI Partner Escrow Account,3440000.0,2024-08-17 11:20:00,ZDF-DISB-2024-00199,Posted
