bid_id,requisition_id,vendor_id,bid_amount,submitted_date,responsive_flag
BID-2024-000076,PR-2024-00398,PRC-VND-0011,4594000.0,2024-09-10,True
BID-2024-000077,PR-2024-00398,PRC-VND-0086,3513000.0,2024-09-10,True
BID-2024-000078,PR-2024-00398,PRC-VND-0056,4585000.0,2024-09-14,True
BID-2024-000079,PR-2024-00398,PRC-VND-0101,3436000.0,2024-09-13,True
BID-2024-000080,PR-2024-00398,PRC-VND-0116,3802000.0,2024-09-13,False
BID-2024-000081,PR-2024-00183,PRC-VND-0058,13419000.0,2024-09-10,True
BID-2024-000082,PR-2024-00183,PRC-VND-0018,16086000.0,2024-09-11,True
BID-2024-000083,PR-2024-00183,PRC-VND-0078,17040000.0,2024-09-04,True
BID-2024-000084,PR-2024-00313,PRC-VND-0071,37438000.0,2024-09-05,True
BID-2024-000085,PR-2024-00313,PRC-VND-0111,40480000.0,2024-09-03,True
BID-2024-000086,PR-2024-00313,PRC-VND-0011,35731000.0,2024-08-30,False
BID-2024-000087,PR-2024-00313,PRC-VND-0061,33249000.0,2024-09-03,True
BID-2024-000088,PR-2024-00527,PRC-VND-0040,16303000.0,2024-09-11,True
BID-2024-000089,PR-2024-00527,PRC-VND-0065,15400000.0,2024-09-16,True
BID-2024-000090,PR-2024-00527,PRC-VND-0115,18928000.0,2024-09-10,True
BID-2024-000091,PR-2024-00527,PRC-VND-0110,15818000.0,2024-09-13,True
BID-2024-000092,PR-2024-00527,PRC-VND-0080,17415000.0,2024-09-16,True
BID-2024-000093,PR-2024-00527,PRC-VND-0010,17331000.0,2024-09-09,True
BID-2024-000094,PR-2024-00764,PRC-VND-0093,12239000.0,2024-09-11,False
BID-2024-000095,PR-2024-00764,PRC-VND-0013,10256000.0,2024-09-08,True
BID-2024-000096,PR-2024-00764,PRC-VND-0068,12253000.0,2024-09-13,True
BID-2024-000097,PR-2024-00764,PRC-VND-0028,13047000.0,2024-09-07,True
BID-2024-000098,PR-2024-00764,PRC-VND-0058,13049000.0,2024-09-04,True
BID-2024-000099,PR-2024-00764,PRC-VND-0088,12894000.0,2024-09-10,True
BID-2024-000100,PR-2024-00139,PRC-VND-0081,33945000.0,2024-09-10,True
BID-2024-000101,PR-2024-00139,PRC-VND-0056,35388000.0,2024-09-11,True
BID-2024-000102,PR-2024-00139,PRC-VND-0101,32499000.0,2024-09-13,True
BID-2024-000103,PR-2024-00139,PRC-VND-0036,34185000.0,2024-09-12,True
BID-2024-000104,PR-2024-00139,PRC-VND-0091,35856000.0,2024-09-06,True
BID-2024-000105,PR-2024-00139,PRC-VND-0046,37825000.0,2024-09-13,True
BID-2024-000106,PR-2024-00399,PRC-VND-0093,36878000.0,2024-09-11,True
BID-2024-000107,PR-2024-00399,PRC-VND-0073,41601000.0,2024-09-07,True
BID-2024-000108,PR-2024-00399,PRC-VND-0028,43098000.0,2024-09-07,True
BID-2024-000109,PR-2024-00399,PRC-VND-0013,38746000.0,2024-09-12,True
BID-2024-000110,PR-2024-00399,PRC-VND-0018,45824000.0,2024-09-08,True
BID-2024-000111,PR-2024-00503,PRC-VND-0088,33395000.0,2024-09-08,True
BID-2024-000112,PR-2024-00503,PRC-VND-0028,38561000.0,2024-09-14,True
BID-2024-000113,PR-2024-00503,PRC-VND-0093,36781000.0,2024-09-06,True
BID-2024-000114,PR-2024-00503,PRC-VND-0068,42831000.0,2024-09-05,True
BID-2024-000115,PR-2024-00503,PRC-VND-0113,35274000.0,2024-09-08,False
BID-2024-000116,PR-2024-00676,PRC-VND-0051,28701000.0,2024-09-15,True
BID-2024-000117,PR-2024-00676,PRC-VND-0106,23322000.0,2024-09-15,True
BID-2024-000118,PR-2024-00676,PRC-VND-0016,27371000.0,2024-09-22,False
BID-2024-000119,PR-2024-00676,PRC-VND-0041,22082000.0,2024-09-22,True
BID-2024-000120,PR-2024-00586,PRC-VND-0003,4296000.0,2024-09-15,True
BID-2024-000121,PR-2024-00586,PRC-VND-0103,4574000.0,2024-09-12,True
BID-2024-000122,PR-2024-00586,PRC-VND-0068,3730000.0,2024-09-11,True
BID-2024-000123,PR-2024-00586,PRC-VND-0043,4066000.0,2024-09-08,True
BID-2024-000124,PR-2024-00586,PRC-VND-0113,3737000.0,2024-09-11,True
BID-2024-000125,PR-2024-00491,PRC-VND-0120,18319000.0,2024-09-21,False
BID-2024-000126,PR-2024-00491,PRC-VND-0060,15939000.0,2024-09-18,True
BID-2024-000127,PR-2024-00491,PRC-VND-0005,18157000.0,2024-09-18,True
BID-2024-000128,PR-2024-00491,PRC-VND-0065,18029000.0,2024-09-20,True
BID-2024-000129,PR-2024-00491,PRC-VND-0110,19461000.0,2024-09-19,True
BID-2024-000130,PR-2024-00077,PRC-VND-0042,38522000.0,2024-09-13,True
BID-2024-000131,PR-2024-00077,PRC-VND-0117,43458000.0,2024-09-15,True
BID-2024-000132,PR-2024-00077,PRC-VND-0052,43920000.0,2024-09-16,True
BID-2024-000133,PR-2024-00077,PRC-VND-0027,37667000.0,2024-09-12,True
BID-2024-000134,PR-2024-00109,PRC-VND-0060,30166000.0,2024-09-15,True
BID-2024-000135,PR-2024-00109,PRC-VND-0025,31453000.0,2024-09-13,False
BID-2024-000136,PR-2024-00109,PRC-VND-0080,33208000.0,2024-09-17,True
BID-2024-000137,PR-2024-00109,PRC-VND-0065,28604000.0,2024-09-14,True
BID-2024-000138,PR-2024-00109,PRC-VND-0030,28649000.0,2024-09-16,True
BID-2024-000139,PR-2024-00727,PRC-VND-0080,43221000.0,2024-09-15,True
BID-2024-000140,PR-2024-00727,PRC-VND-0005,34826000.0,2024-09-17,True
BID-2024-000141,PR-2024-00727,PRC-VND-0085,37847000.0,2024-09-19,True
BID-2024-000142,PR-2024-00727,PRC-VND-0025,45586000.0,2024-09-14,True
BID-2024-000143,PR-2024-00070,PRC-VND-0111,24612000.0,2024-09-27,True
BID-2024-000144,PR-2024-00070,PRC-VND-0106,24174000.0,2024-09-27,True
BID-2024-000145,PR-2024-00070,PRC-VND-0016,26199000.0,2024-09-21,True
BID-2024-000146,PR-2024-00070,PRC-VND-0096,28225000.0,2024-09-26,True
BID-2024-000147,PR-2024-00070,PRC-VND-0041,24534000.0,2024-09-20,True
BID-2024-000148,PR-2024-00411,PRC-VND-0047,37253000.0,2024-09-26,True
BID-2024-000149,PR-2024-00411,PRC-VND-0057,28967000.0,2024-09-25,True
BID-2024-000150,PR-2024-00411,PRC-VND-0037,35119000.0,2024-09-21,True
BID-2024-000151,PR-2024-00411,PRC-VND-0052,29291000.0,2024-09-19,True
BID-2024-000152,PR-2024-00309,PRC-VND-0032,9435000.0,2024-09-24,True
BID-2024-000153,PR-2024-00309,PRC-VND-0087,10586000.0,2024-09-19,True
BID-2024-000154,PR-2024-00309,PRC-VND-0067,7998000.0,2024-09-19,True
BID-2024-000155,PR-2024-00309,PRC-VND-0047,9177000.0,2024-09-17,False
BID-2024-000156,PR-2024-00339,PRC-VND-0079,1080000.0,2024-09-12,True
BID-2024-000157,PR-2024-00339,PRC-VND-0099,1298000.0,2024-09-15,True
BID-2024-000158,PR-2024-00339,PRC-VND-0044,1051000.0,2024-09-10,False
BID-2024-000159,PR-2024-00339,PRC-VND-0089,1372000.0,2024-09-16,True
BID-2024-000160,PR-2024-00432,PRC-VND-0038,35635000.0,2024-09-23,True
BID-2024-000161,PR-2024-00432,PRC-VND-0078,30706000.0,2024-09-23,True
BID-2024-000162,PR-2024-00432,PRC-VND-0118,33308000.0,2024-09-17,True
BID-2024-000163,PR-2024-00432,PRC-VND-0053,40872000.0,2024-09-22,True
BID-2024-000164,PR-2024-00632,PRC-VND-0043,5373000.0,2024-09-13,True
BID-2024-000165,PR-2024-00632,PRC-VND-0093,6530000.0,2024-09-09,True
BID-2024-000166,PR-2024-00632,PRC-VND-0048,6189000.0,2024-09-12,True
BID-2024-000167,PR-2024-00632,PRC-VND-0003,5921000.0,2024-09-18,True
BID-2024-000168,PR-2024-00632,PRC-VND-0088,5152000.0,2024-09-09,False
BID-2024-000169,PR-2024-00632,PRC-VND-0113,5923000.0,2024-09-09,True
BID-2024-000170,PR-2024-00357,PRC-VND-0065,22505000.0,2024-09-12,False
BID-2024-000171,PR-2024-00357,PRC-VND-0110,21094000.0,2024-09-19,True
BID-2024-000172,PR-2024-00357,PRC-VND-0055,22346000.0,2024-09-12,True
BID-2024-000173,PR-2024-00729,PRC-VND-0103,34953000.0,2024-09-30,True
BID-2024-000174,PR-2024-00729,PRC-VND-0108,37279000.0,2024-09-25,True
BID-2024-000175,PR-2024-00729,PRC-VND-0073,41006000.0,2024-09-25,True
BID-2024-000176,PR-2024-00729,PRC-VND-0083,35921000.0,2024-09-25,True
BID-2024-000177,PR-2024-00729,PRC-VND-0008,43266000.0,2024-09-27,True
BID-2024-000178,PR-2024-00362,PRC-VND-0052,28529000.0,2024-09-30,True
BID-2024-000179,PR-2024-00362,PRC-VND-0067,27787000.0,2024-09-21,True
BID-2024-000180,PR-2024-00362,PRC-VND-0062,25031000.0,2024-09-21,True
BID-2024-000181,PR-2024-00362,PRC-VND-0092,31860000.0,2024-09-29,True
BID-2024-000182,PR-2024-00362,PRC-VND-0017,31366000.0,2024-09-30,True
BID-2024-000183,PR-2024-00087,PRC-VND-0104,24491000.0,2024-09-28,False
BID-2024-000184,PR-2024-00087,PRC-VND-0054,25170000.0,2024-09-21,True
BID-2024-000185,PR-2024-00087,PRC-VND-0084,24120000.0,2024-09-21,True
BID-2024-000186,PR-2024-00087,PRC-VND-0069,25095000.0,2024-09-22,True
BID-2024-000187,PR-2024-00087,PRC-VND-0114,21489000.0,2024-09-26,True
BID-2024-000188,PR-2024-00087,PRC-VND-0004,27878000.0,2024-09-24,False
BID-2024-000189,PR-2024-00321,PRC-VND-0104,2186000.0,2024-10-01,True
BID-2024-000190,PR-2024-00321,PRC-VND-0034,2696000.0,2024-09-24,True
BID-2024-000191,PR-2024-00321,PRC-VND-0084,2532000.0,2024-09-24,True
BID-2024-000192,PR-2024-00287,PRC-VND-0058,12801000.0,2024-09-24,True
BID-2024-000193,PR-2024-00287,PRC-VND-0098,12039000.0,2024-09-18,True
BID-2024-000194,PR-2024-00287,PRC-VND-0108,10979000.0,2024-09-22,True
BID-2024-000195,PR-2024-00287,PRC-VND-0033,12373000.0,2024-09-22,False
BID-2024-000196,PR-2024-00287,PRC-VND-0018,10310000.0,2024-09-22,True
BID-2024-000197,PR-2024-00287,PRC-VND-0063,11459000.0,2024-09-27,True
BID-2024-000198,PR-2024-00343,PRC-VND-0110,29493000.0,2024-09-24,True
BID-2024-000199,PR-2024-00343,PRC-VND-0085,30327000.0,2024-09-29,True
BID-2024-000200,PR-2024-00343,PRC-VND-0040,31644000.0,2024-10-02,True
BID-2024-000201,PR-2024-00343,PRC-VND-0050,26693000.0,2024-09-24,True
BID-2024-000202,PR-2024-00407,PRC-VND-0106,37181000.0,2024-09-26,True
BID-2024-000203,PR-2024-00407,PRC-VND-0056,43875000.0,2024-09-21,True
BID-2024-000204,PR-2024-00407,PRC-VND-0046,44050000.0,2024-09-21,True
BID-2024-000205,PR-2024-00407,PRC-VND-0091,42345000.0,2024-09-20,True
BID-2024-000206,PR-2024-00553,PRC-VND-0007,27156000.0,2024-09-19,False
BID-2024-000207,PR-2024-00553,PRC-VND-0022,23621000.0,2024-09-23,False
BID-2024-000208,PR-2024-00553,PRC-VND-0012,30092000.0,2024-09-22,True
BID-2024-000209,PR-2024-00553,PRC-VND-0042,27003000.0,2024-09-19,False
BID-2024-000210,PR-2024-00231,PRC-VND-0050,12330000.0,2024-09-27,True
BID-2024-000211,PR-2024-00231,PRC-VND-0080,11099000.0,2024-09-22,False
BID-2024-000212,PR-2024-00231,PRC-VND-0030,10213000.0,2024-09-20,True
BID-2024-000213,PR-2024-00231,PRC-VND-0010,11071000.0,2024-09-20,True
BID-2024-000214,PR-2024-00231,PRC-VND-0090,11879000.0,2024-09-21,True
BID-2024-000215,PR-2024-00231,PRC-VND-0060,11847000.0,2024-09-24,True
BID-2024-000216,PR-2024-00470,PRC-VND-0112,6717000.0,2024-10-04,True
BID-2024-000217,PR-2024-00470,PRC-VND-0022,5415000.0,2024-10-02,True
BID-2024-000218,PR-2024-00470,PRC-VND-0017,6485000.0,2024-10-08,True
BID-2024-000219,PR-2024-00470,PRC-VND-0117,6205000.0,2024-10-04,True
BID-2024-000220,PR-2024-00470,PRC-VND-0082,6339000.0,2024-10-06,True
BID-2024-000221,PR-2024-00470,PRC-VND-0107,7057000.0,2024-10-06,True
BID-2024-000222,PR-2024-00100,PRC-VND-0019,38556000.0,2024-10-02,True
BID-2024-000223,PR-2024-00100,PRC-VND-0094,48488000.0,2024-10-02,True
BID-2024-000224,PR-2024-00100,PRC-VND-0099,40207000.0,2024-10-01,True
BID-2024-000225,PR-2024-00100,PRC-VND-0084,40075000.0,2024-09-25,False
BID-2024-000226,PR-2024-00100,PRC-VND-0009,47577000.0,2024-10-01,True
BID-2024-000227,PR-2024-00100,PRC-VND-0004,45982000.0,2024-09-25,True
BID-2024-000228,PR-2024-00142,PRC-VND-0023,36866000.0,2024-09-26,True
BID-2024-000229,PR-2024-00142,PRC-VND-0008,33507000.0,2024-09-22,True
BID-2024-000230,PR-2024-00142,PRC-VND-0043,42397000.0,2024-09-19,True
BID-2024-000231,PR-2024-00142,PRC-VND-0078,36559000.0,2024-09-20,True
BID-2024-000232,PR-2024-00142,PRC-VND-0093,33647000.0,2024-09-25,True
BID-2024-000233,PR-2024-00247,PRC-VND-0047,21783000.0,2024-10-01,True
BID-2024-000234,PR-2024-00247,PRC-VND-0042,23328000.0,2024-09-30,True
BID-2024-000235,PR-2024-00247,PRC-VND-0002,21984000.0,2024-09-30,True
BID-2024-000236,PR-2024-00247,PRC-VND-0027,23298000.0,2024-09-27,True
BID-2024-000237,PR-2024-00414,PRC-VND-0116,1414000.0,2024-09-29,True
BID-2024-000238,PR-2024-00414,PRC-VND-0031,1761000.0,2024-09-27,False
BID-2024-000239,PR-2024-00414,PRC-VND-0006,1516000.0,2024-09-22,True
BID-2024-000240,PR-2024-00414,PRC-VND-0046,1547000.0,2024-09-23,True
BID-2024-000241,PR-2024-00015,PRC-VND-0078,44554000.0,2024-09-28,True
BID-2024-000242,PR-2024-00015,PRC-VND-0038,37576000.0,2024-10-05,True
BID-2024-000243,PR-2024-00015,PRC-VND-0063,39135000.0,2024-10-02,True
BID-2024-000244,PR-2024-00015,PRC-VND-0053,37899000.0,2024-09-30,True
BID-2024-000245,PR-2024-00015,PRC-VND-0103,40690000.0,2024-09-27,True
BID-2024-000246,PR-2024-00512,PRC-VND-0102,23484000.0,2024-10-07,True
BID-2024-000247,PR-2024-00512,PRC-VND-0087,22853000.0,2024-10-01,True
BID-2024-000248,PR-2024-00512,PRC-VND-0012,18895000.0,2024-10-08,True
BID-2024-000249,PR-2024-00512,PRC-VND-0062,24988000.0,2024-10-03,True
BID-2024-000250,PR-2024-00512,PRC-VND-0107,21642000.0,2024-10-04,True
BID-2024-000251,PR-2024-00539,PRC-VND-0040,9218000.0,2024-10-05,True
BID-2024-000252,PR-2024-00539,PRC-VND-0110,9988000.0,2024-10-02,True
BID-2024-000253,PR-2024-00539,PRC-VND-0085,8509000.0,2024-10-08,True
BID-2024-000254,PR-2024-00570,PRC-VND-0069,6310000.0,2024-09-27,True
BID-2024-000255,PR-2024-00570,PRC-VND-0104,5976000.0,2024-10-02,True
BID-2024-000256,PR-2024-00570,PRC-VND-0049,5153000.0,2024-09-30,True
BID-2024-000257,PR-2024-00552,PRC-VND-0061,41419000.0,2024-09-29,True
BID-2024-000258,PR-2024-00552,PRC-VND-0036,33655000.0,2024-09-25,True
BID-2024-000259,PR-2024-00552,PRC-VND-0111,40299000.0,2024-09-29,True
BID-2024-000260,PR-2024-00748,PRC-VND-0082,10670000.0,2024-09-26,True
BID-2024-000261,PR-2024-00748,PRC-VND-0112,13064000.0,2024-09-25,False
BID-2024-000262,PR-2024-00748,PRC-VND-0027,13038000.0,2024-09-24,True
BID-2024-000263,PR-2024-00748,PRC-VND-0052,11341000.0,2024-09-30,False
BID-2024-000264,PR-2024-00500,PRC-VND-0039,38887000.0,2024-10-07,True
BID-2024-000265,PR-2024-00500,PRC-VND-0009,35656000.0,2024-10-07,True
BID-2024-000266,PR-2024-00500,PRC-VND-0059,40730000.0,2024-09-29,True
BID-2024-000267,PR-2024-00500,PRC-VND-0114,41644000.0,2024-10-07,True
BID-2024-000268,PR-2024-00673,PRC-VND-0082,3001000.0,2024-10-04,True
BID-2024-000269,PR-2024-00673,PRC-VND-0002,3603000.0,2024-10-05,True
BID-2024-000270,PR-2024-00673,PRC-VND-0072,3714000.0,2024-10-03,True
BID-2024-000271,PR-2024-00673,PRC-VND-0077,3784000.0,2024-10-02,True
BID-2024-000272,PR-2024-00673,PRC-VND-0057,3568000.0,2024-10-11,True
BID-2024-000273,PR-2024-00783,PRC-VND-0090,26053000.0,2024-10-14,True
BID-2024-000274,PR-2024-00783,PRC-VND-0030,32723000.0,2024-10-15,True
BID-2024-000275,PR-2024-00783,PRC-VND-0075,26381000.0,2024-10-08,True
BID-2024-000276,PR-2024-00783,PRC-VND-0100,27102000.0,2024-10-08,True
BID-2024-000277,PR-2024-00783,PRC-VND-0035,31041000.0,2024-10-14,True
BID-2024-000278,PR-2024-00783,PRC-VND-0105,27670000.0,2024-10-15,True
BID-2024-000279,PR-2024-00487,PRC-VND-0022,4731000.0,2024-10-02,True
BID-2024-000280,PR-2024-00487,PRC-VND-0102,4991000.0,2024-09-27,True
BID-2024-000281,PR-2024-00487,PRC-VND-0032,4340000.0,2024-09-30,True
BID-2024-000282,PR-2024-00487,PRC-VND-0082,5002000.0,2024-10-03,True
BID-2024-000283,PR-2024-00487,PRC-VND-0087,5009000.0,2024-10-03,True
BID-2024-000284,PR-2024-00487,PRC-VND-0007,3941000.0,2024-10-06,False
BID-2024-000285,PR-2024-00667,PRC-VND-0105,38703000.0,2024-09-28,True
BID-2024-000286,PR-2024-00667,PRC-VND-0060,39289000.0,2024-09-25,True
BID-2024-000287,PR-2024-00667,PRC-VND-0085,34582000.0,2024-10-03,False
BID-2024-000288,PR-2024-00233,PRC-VND-0117,24790000.0,2024-10-16,True
BID-2024-000289,PR-2024-00233,PRC-VND-0042,25602000.0,2024-10-11,True
BID-2024-000290,PR-2024-00233,PRC-VND-0022,23064000.0,2024-10-10,True
BID-2024-000291,PR-2024-00233,PRC-VND-0062,24089000.0,2024-10-17,True
BID-2024-000292,PR-2024-00233,PRC-VND-0002,21362000.0,2024-10-15,False
BID-2024-000293,PR-2024-00124,PRC-VND-0087,48739000.0,2024-10-16,True
BID-2024-000294,PR-2024-00124,PRC-VND-0022,39632000.0,2024-10-15,True
BID-2024-000295,PR-2024-00124,PRC-VND-0057,46514000.0,2024-10-08,True
BID-2024-000296,PR-2024-00124,PRC-VND-0117,45385000.0,2024-10-09,True
BID-2024-000297,PR-2024-00124,PRC-VND-0027,44741000.0,2024-10-08,True
BID-2024-000298,PR-2024-00757,PRC-VND-0110,7873000.0,2024-10-03,True
BID-2024-000299,PR-2024-00757,PRC-VND-0075,9185000.0,2024-10-07,True
BID-2024-000300,PR-2024-00757,PRC-VND-0100,9186000.0,2024-10-09,True
BID-2024-000301,PR-2024-00757,PRC-VND-0090,7583000.0,2024-10-04,True
BID-2024-000302,PR-2024-00577,PRC-VND-0043,22732000.0,2024-10-10,True
BID-2024-000303,PR-2024-00577,PRC-VND-0023,24234000.0,2024-10-10,True
BID-2024-000304,PR-2024-00577,PRC-VND-0063,21057000.0,2024-10-02,True
BID-2024-000305,PR-2024-00577,PRC-VND-0068,24684000.0,2024-10-04,True
BID-2024-000306,PR-2024-00630,PRC-VND-0067,8182000.0,2024-09-29,False
BID-2024-000307,PR-2024-00630,PRC-VND-0052,8842000.0,2024-10-04,True
BID-2024-000308,PR-2024-00630,PRC-VND-0002,9341000.0,2024-10-02,True
BID-2024-000309,PR-2024-00630,PRC-VND-0027,10108000.0,2024-10-01,False
BID-2024-000310,PR-2024-00096,PRC-VND-0013,33346000.0,2024-10-20,True
BID-2024-000311,PR-2024-00096,PRC-VND-0008,33895000.0,2024-10-15,True
BID-2024-000312,PR-2024-00096,PRC-VND-0113,32667000.0,2024-10-14,True
BID-2024-000313,PR-2024-00096,PRC-VND-0083,35052000.0,2024-10-18,True
BID-2024-000314,PR-2024-00096,PRC-VND-0078,41785000.0,2024-10-18,True
BID-2024-000315,PR-2024-00341,PRC-VND-0014,39293000.0,2024-10-17,False
BID-2024-000316,PR-2024-00341,PRC-VND-0119,35430000.0,2024-10-11,True
BID-2024-000317,PR-2024-00341,PRC-VND-0114,43265000.0,2024-10-13,True
BID-2024-000318,PR-2024-00341,PRC-VND-0049,34218000.0,2024-10-12,False
BID-2024-000319,PR-2024-00674,PRC-VND-0039,47220000.0,2024-10-06,False
BID-2024-000320,PR-2024-00674,PRC-VND-0009,39989000.0,2024-10-07,True
BID-2024-000321,PR-2024-00674,PRC-VND-0084,36775000.0,2024-10-02,True
BID-2024-000322,PR-2024-00674,PRC-VND-0059,38724000.0,2024-10-10,False
BID-2024-000323,PR-2024-00674,PRC-VND-0109,37956000.0,2024-10-07,True
